priority	sample	condition	pair_name	r1_filename	r1_bytes	r1_url	r2_filename	r2_bytes	r2_url	combined_bytes
73	J	PP	J_PP_T_IGO_14361_10_S19_L001	J_PP_T_IGO_14361_10_S19_L001_R1_001.fastq.gz	458521315	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161294/J_PP_T_IGO_14361_10_S19_L001_R1_001.fastq.gz	J_PP_T_IGO_14361_10_S19_L001_R2_001.fastq.gz	994517458	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161294/J_PP_T_IGO_14361_10_S19_L001_R2_001.fastq.gz	1453038773
74	L_1	3DEC	L_3DEC_1_T_IGO_14361_12_S20_L001	L_3DEC_1_T_IGO_14361_12_S20_L001_R1_001.fastq.gz	463994295	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161303/L_3DEC_1_T_IGO_14361_12_S20_L001_R1_001.fastq.gz	L_3DEC_1_T_IGO_14361_12_S20_L001_R2_001.fastq.gz	985504396	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161303/L_3DEC_1_T_IGO_14361_12_S20_L001_R2_001.fastq.gz	1449498691
75	J	PP	J_PP_T_IGO_14361_10_S19_L002	J_PP_T_IGO_14361_10_S19_L002_R1_001.fastq.gz	456515484	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161295/J_PP_T_IGO_14361_10_S19_L002_R1_001.fastq.gz	J_PP_T_IGO_14361_10_S19_L002_R2_001.fastq.gz	992054406	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161295/J_PP_T_IGO_14361_10_S19_L002_R2_001.fastq.gz	1448569890
76	L_1	3DEC	L_3DEC_1_T_IGO_14361_12_S20_L002	L_3DEC_1_T_IGO_14361_12_S20_L002_R1_001.fastq.gz	460470539	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161304/L_3DEC_1_T_IGO_14361_12_S20_L002_R1_001.fastq.gz	L_3DEC_1_T_IGO_14361_12_S20_L002_R2_001.fastq.gz	979886101	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161304/L_3DEC_1_T_IGO_14361_12_S20_L002_R2_001.fastq.gz	1440356640
77	L_1	3DEC	L_3DEC_1_T_IGO_14361_B_12_S37_L001	L_3DEC_1_T_IGO_14361_B_12_S37_L001_R1_001.fastq.gz	453546386	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161310/L_3DEC_1_T_IGO_14361_B_12_S37_L001_R1_001.fastq.gz	L_3DEC_1_T_IGO_14361_B_12_S37_L001_R2_001.fastq.gz	986679729	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161310/L_3DEC_1_T_IGO_14361_B_12_S37_L001_R2_001.fastq.gz	1440226115
78	L_1	3DEC	L_3DEC_1_T_IGO_14361_B_12_S37_L002	L_3DEC_1_T_IGO_14361_B_12_S37_L002_R1_001.fastq.gz	451572691	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161311/L_3DEC_1_T_IGO_14361_B_12_S37_L002_R1_001.fastq.gz	L_3DEC_1_T_IGO_14361_B_12_S37_L002_R2_001.fastq.gz	984695848	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161311/L_3DEC_1_T_IGO_14361_B_12_S37_L002_R2_001.fastq.gz	1436268539
79	J	PP	J_PP_T_IGO_14361_B_10_S36_L001	J_PP_T_IGO_14361_B_10_S36_L001_R1_001.fastq.gz	444566083	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161301/J_PP_T_IGO_14361_B_10_S36_L001_R1_001.fastq.gz	J_PP_T_IGO_14361_B_10_S36_L001_R2_001.fastq.gz	990690837	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161301/J_PP_T_IGO_14361_B_10_S36_L001_R2_001.fastq.gz	1435256920
80	J	PP	J_PP_T_IGO_14361_B_10_S36_L002	J_PP_T_IGO_14361_B_10_S36_L002_R1_001.fastq.gz	442615850	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161302/J_PP_T_IGO_14361_B_10_S36_L002_R1_001.fastq.gz	J_PP_T_IGO_14361_B_10_S36_L002_R2_001.fastq.gz	989375683	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161302/J_PP_T_IGO_14361_B_10_S36_L002_R2_001.fastq.gz	1431991533
81	D	WT	D_WT_T_IGO_14361_4_S13_L001	D_WT_T_IGO_14361_4_S13_L001_R1_001.fastq.gz	423026119	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161236/D_WT_T_IGO_14361_4_S13_L001_R1_001.fastq.gz	D_WT_T_IGO_14361_4_S13_L001_R2_001.fastq.gz	905108186	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161236/D_WT_T_IGO_14361_4_S13_L001_R2_001.fastq.gz	1328134305
82	D	WT	D_WT_T_IGO_14361_4_S13_L002	D_WT_T_IGO_14361_4_S13_L002_R1_001.fastq.gz	419705793	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161237/D_WT_T_IGO_14361_4_S13_L002_R1_001.fastq.gz	D_WT_T_IGO_14361_4_S13_L002_R2_001.fastq.gz	899437227	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161237/D_WT_T_IGO_14361_4_S13_L002_R2_001.fastq.gz	1319143020
83	J	PP	J_PP_LA_IGO_14361_25_S69_L003	J_PP_LA_IGO_14361_25_S69_L003_R1_001.fastq.gz	513543991	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161341/J_PP_LA_IGO_14361_25_S69_L003_R1_001.fastq.gz	J_PP_LA_IGO_14361_25_S69_L003_R2_001.fastq.gz	720328298	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161341/J_PP_LA_IGO_14361_25_S69_L003_R2_001.fastq.gz	1233872289
84	J	PP	J_PP_LA_IGO_14361_25_S69_L004	J_PP_LA_IGO_14361_25_S69_L004_R1_001.fastq.gz	514517751	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161342/J_PP_LA_IGO_14361_25_S69_L004_R1_001.fastq.gz	J_PP_LA_IGO_14361_25_S69_L004_R2_001.fastq.gz	718570469	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161342/J_PP_LA_IGO_14361_25_S69_L004_R2_001.fastq.gz	1233088220
85	D	WT	D_WT_T_IGO_14361_B_4_S34_L001	D_WT_T_IGO_14361_B_4_S34_L001_R1_001.fastq.gz	370350784	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161243/D_WT_T_IGO_14361_B_4_S34_L001_R1_001.fastq.gz	D_WT_T_IGO_14361_B_4_S34_L001_R2_001.fastq.gz	812045286	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161243/D_WT_T_IGO_14361_B_4_S34_L001_R2_001.fastq.gz	1182396070
86	D	WT	D_WT_T_IGO_14361_B_4_S34_L002	D_WT_T_IGO_14361_B_4_S34_L002_R1_001.fastq.gz	369570362	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161244/D_WT_T_IGO_14361_B_4_S34_L002_R1_001.fastq.gz	D_WT_T_IGO_14361_B_4_S34_L002_R2_001.fastq.gz	812644674	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161244/D_WT_T_IGO_14361_B_4_S34_L002_R2_001.fastq.gz	1182215036
87	C	WT	C_WT_T_IGO_14361_3_S12_L002	C_WT_T_IGO_14361_3_S12_L002_R1_001.fastq.gz	370742401	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161230/C_WT_T_IGO_14361_3_S12_L002_R1_001.fastq.gz	C_WT_T_IGO_14361_3_S12_L002_R2_001.fastq.gz	810895769	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161230/C_WT_T_IGO_14361_3_S12_L002_R2_001.fastq.gz	1181638170
88	C	WT	C_WT_T_IGO_14361_3_S12_L001	C_WT_T_IGO_14361_3_S12_L001_R1_001.fastq.gz	370471557	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161229/C_WT_T_IGO_14361_3_S12_L001_R1_001.fastq.gz	C_WT_T_IGO_14361_3_S12_L001_R2_001.fastq.gz	808649059	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161229/C_WT_T_IGO_14361_3_S12_L001_R2_001.fastq.gz	1179120616
89	H	DE	H_DE_LA_IGO_14361_23_S67_L003	H_DE_LA_IGO_14361_23_S67_L003_R1_001.fastq.gz	471258441	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161337/H_DE_LA_IGO_14361_23_S67_L003_R1_001.fastq.gz	H_DE_LA_IGO_14361_23_S67_L003_R2_001.fastq.gz	690114279	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161337/H_DE_LA_IGO_14361_23_S67_L003_R2_001.fastq.gz	1161372720
90	H	DE	H_DE_LA_IGO_14361_23_S67_L004	H_DE_LA_IGO_14361_23_S67_L004_R1_001.fastq.gz	472212389	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161338/H_DE_LA_IGO_14361_23_S67_L004_R1_001.fastq.gz	H_DE_LA_IGO_14361_23_S67_L004_R2_001.fastq.gz	687961589	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161338/H_DE_LA_IGO_14361_23_S67_L004_R2_001.fastq.gz	1160173978
91	H	DE	H_DE_T_IGO_14361_8_S17_L001	H_DE_T_IGO_14361_8_S17_L001_R1_001.fastq.gz	342292121	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161280/H_DE_T_IGO_14361_8_S17_L001_R1_001.fastq.gz	H_DE_T_IGO_14361_8_S17_L001_R2_001.fastq.gz	735790970	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161280/H_DE_T_IGO_14361_8_S17_L001_R2_001.fastq.gz	1078083091
92	H	DE	H_DE_T_IGO_14361_8_S17_L002	H_DE_T_IGO_14361_8_S17_L002_R1_001.fastq.gz	341246455	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161281/H_DE_T_IGO_14361_8_S17_L002_R1_001.fastq.gz	H_DE_T_IGO_14361_8_S17_L002_R2_001.fastq.gz	734757608	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161281/H_DE_T_IGO_14361_8_S17_L002_R2_001.fastq.gz	1076004063
93	L_1	3DEC	L_3DEC_1_LA_IGO_14361_27_S71_L003	L_3DEC_1_LA_IGO_14361_27_S71_L003_R1_001.fastq.gz	454167063	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161343/L_3DEC_1_LA_IGO_14361_27_S71_L003_R1_001.fastq.gz	L_3DEC_1_LA_IGO_14361_27_S71_L003_R2_001.fastq.gz	614604507	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161343/L_3DEC_1_LA_IGO_14361_27_S71_L003_R2_001.fastq.gz	1068771570
94	L_1	3DEC	L_3DEC_1_LA_IGO_14361_27_S71_L004	L_3DEC_1_LA_IGO_14361_27_S71_L004_R1_001.fastq.gz	454447600	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161344/L_3DEC_1_LA_IGO_14361_27_S71_L004_R1_001.fastq.gz	L_3DEC_1_LA_IGO_14361_27_S71_L004_R2_001.fastq.gz	612088062	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161344/L_3DEC_1_LA_IGO_14361_27_S71_L004_R2_001.fastq.gz	1066535662
95	G_2	ESC	G_ESC_2_LA_IGO_14361_29_S73_L003	G_ESC_2_LA_IGO_14361_29_S73_L003_R1_001.fastq.gz	419429207	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161335/G_ESC_2_LA_IGO_14361_29_S73_L003_R1_001.fastq.gz	G_ESC_2_LA_IGO_14361_29_S73_L003_R2_001.fastq.gz	636599453	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161335/G_ESC_2_LA_IGO_14361_29_S73_L003_R2_001.fastq.gz	1056028660
96	G_2	ESC	G_ESC_2_LA_IGO_14361_29_S73_L004	G_ESC_2_LA_IGO_14361_29_S73_L004_R1_001.fastq.gz	420267240	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161336/G_ESC_2_LA_IGO_14361_29_S73_L004_R1_001.fastq.gz	G_ESC_2_LA_IGO_14361_29_S73_L004_R2_001.fastq.gz	634673274	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161336/G_ESC_2_LA_IGO_14361_29_S73_L004_R2_001.fastq.gz	1054940514
97	A	WT	A_WT_LA_IGO_14361_16_S60_L003	A_WT_LA_IGO_14361_16_S60_L003_R1_001.fastq.gz	504168504	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161321/A_WT_LA_IGO_14361_16_S60_L003_R1_001.fastq.gz	A_WT_LA_IGO_14361_16_S60_L003_R2_001.fastq.gz	527483140	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161321/A_WT_LA_IGO_14361_16_S60_L003_R2_001.fastq.gz	1031651644
98	A	WT	A_WT_LA_IGO_14361_16_S60_L004	A_WT_LA_IGO_14361_16_S60_L004_R1_001.fastq.gz	505160130	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161322/A_WT_LA_IGO_14361_16_S60_L004_R1_001.fastq.gz	A_WT_LA_IGO_14361_16_S60_L004_R2_001.fastq.gz	524228689	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161322/A_WT_LA_IGO_14361_16_S60_L004_R2_001.fastq.gz	1029388819
99	L_2	3DEC	L_3DEC_2_LA_IGO_14361_28_S72_L003	L_3DEC_2_LA_IGO_14361_28_S72_L003_R1_001.fastq.gz	430609787	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161312/L_3DEC_2_LA_IGO_14361_28_S72_L003_R1_001.fastq.gz	L_3DEC_2_LA_IGO_14361_28_S72_L003_R2_001.fastq.gz	597695773	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161312/L_3DEC_2_LA_IGO_14361_28_S72_L003_R2_001.fastq.gz	1028305560
100	I	PFG	I_PFG_LA_IGO_14361_24_S68_L003	I_PFG_LA_IGO_14361_24_S68_L003_R1_001.fastq.gz	427879638	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161339/I_PFG_LA_IGO_14361_24_S68_L003_R1_001.fastq.gz	I_PFG_LA_IGO_14361_24_S68_L003_R2_001.fastq.gz	598634107	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161339/I_PFG_LA_IGO_14361_24_S68_L003_R2_001.fastq.gz	1026513745
